38,LOC039,K009,Thanet East,Lay-by,Medium,Yes,Poor,8,Difficult,High
39,LOC115,K005,Gravesham South,Lay-by,Medium,Yes,Good,10,Easy,High
40,LOC048,K002,Canterbury North,Industrial estate,Medium,No,Poor,13,Not Possible,High
41,LOC091,K002,Canterbury East,Car park,Low,No,No light,1,Not Possible,Low
42,LOC075,K010,Tonbridge & Malling North,Car park,Low,Yes,Poor,2,Easy,Low
43,LOC089,K012,Folkestone & Hythe South,Residential street,Low,Yes,Poor,2,Not Possible,Low
44,LOC017,K011,Tunbridge Wells South,Industrial estate,Thick,No,Good,19,Easy,Low
45,LOC123,K003,Dartford South,Industrial estate,Medium,Yes,Poor,14,Not Possible,Low
46,LOC003,K006,Maidstone North,Residential street,Empty,No,No light,5,Not Possible,Low
47,LOC120,K005,Gravesham East,Rural Road,Medium,Yes,Good,4,Not Possible,Critical
48,LOC065,K007,Sevenoaks North,Industrial estate,Thick,No,Poor,18,Easy,Low
49,LOC031,K002,Canterbury North,Canal/river side,Thick,No,Poor,18,Easy,Low
50,LOC041,K007,Sevenoaks North,Woodland,Medium,Yes,Poor,8,Easy,High
51,LOC039,K003,Dartford East,Car park,Empty,No,Good,11,Not Possible,Low
52,LOC129,K010,Tonbridge & Malling South,Construction area,Empty,Yes,Poor,16,Difficult,High
53,LOC127,K003,Dartford North,Car park,Medium,Yes,Poor,5,Easy,Critical
54,LOC038,K009,Thanet North,Canal/river side,Medium,No,Good,7,Not Possible,Critical
55,LOC153,K008,Swale North,Canal/river side,Thick,Yes,No light,11,Difficult,Critical
56,LOC125,K001,Ashford East,Rural road,Empty,No,Poor,20,Not Possible,High
57,LOC184,K011,Tunbridge Wells South,Industrial estate,Low,No,Good,9,Easy,Low
58,LOC064,K005,Gravesham East,Commercial area,Empty,No,No light,17,Easy,Low
59,LOC056,K002,Canterbury East,Woodland,Medium,Yes,Good,14,Not Possible,Low
60,LOC049,K012,Folkestone & Hythe West,Commercial area,Thick,No,Good,17,Difficult,High
61,LOC087,K004,Dover East,Woodland,Medium,No,Poor,18,Not Possible,High
62,LOC184,K002,Canterbury East,Rural road,Empty,Yes,Poor,12,Easy,Low
63,LOC198,K008,Swale South,Residential street,Low,Yes,Poor,13,Difficult,Critical
64,LOC055,K006,Maidstone South,Construction area,Low,Yes,Poor,18,Easy,High
65,LOC029,K001,Ashford South,Residential street,Low,No,Poor,19,Not Possible,Low
66,LOC014,K004,Dover East,Commercial area,Thick,No,No light,17,Difficult,Low
67,LOC079,K009,Thanet East,Lay-by,Low,No,Good,9,Difficult,High
68,LOC192,K012,Folkestone & Hythe South,Construction area,Thick,Yes,Good,14,Not Possible,High
69,LOC075,K004,Dover West,Rural Road,Medium,Yes,Good,15,Difficult,Low
70,LOC131,K011,Tunbridge Wells South,Industrial estate,Medium,Yes,Poor,2,Difficult,High
71,LOC028,K006,Maidstone West,Woodland,Thick,Yes,Good,12,Difficult,Low
72,LOC057,K007,Sevenoaks North,Residential street,Thick,Yes,Good,18,Easy,Critical
73,LOC036,K005,Gravesham North,Commercial area,Medium,Yes,No light,20,Easy,High
74,LOC193,K003,Dartford South,Commercial area,Low,No,Good,6,Difficult,Critical
75,LOC173,K006,Maidstone North,Construction area,Empty,Yes,Good,4,Not Possible,Low
76,LOC167,K011,Tunbridge Wells West,Construction area,Empty,Yes,No light,18,Difficult,High
77,LOC115,K002,Canterbury West,Commercial area,Empty,No,Poor,9,Difficult,Low
78,LOC185,K004,Dover South,Industrial estate,Low,Yes,Good,14,Easy,High
79,LOC142,K006,Maidstone West,Commercial area,Thick,Yes,Poor,12,Not Possible,Low
80,LOC147,K002,Canterbury North,Lay-by,Low,Yes,Poor,14,Difficult,Low
81,LOC036,K004,Dover North,Woodland,Empty,No,Poor,2,Not Possible,Low
82,LOC127,K008,Swale West,Rural road,Low,No,Poor,14,Easy,Critical
83,LOC183,K001,Ashford West,Construction area,Empty,No,Good,18,Easy,Critical
84,LOC148,K009,Thanet East,Car park,Thick,No,Poor,2,Difficult,Low
85,LOC144,K010,Tonbridge & Malling North,Residential street,Medium,Yes,Good,7,Not Possible,Low
86,LOC079,K004,Dover East,Rural road,Thick,Yes,Poor,10,Not Possible,Critical
87,LOC032,K005,Gravesham South,Construction area,Low,No,Good,10,Not Possible,High
88,LOC042,K006,Maidstone East,Industrial estate,Medium,No,No light,4,Easy,Low
89,LOC060,K012,Folkestone & Hythe South,Canal/river side,Low,No,Poor,9,Easy,Critical
90,LOC018,K008,Swale West,Car park,Low,No,Good,11,Easy,Low
91,LOC077,K004,Dover West,Rural Road,Thick,Yes,Poor,11,Not Possible,Low
92,LOC035,K008,Swale West,Rural road,Empty,Yes,No light,10,Easy,Critical
93,LOC055,K010,Tonbridge & Malling East,Woodland,Medium,No,Poor,3,Not Possible,Low
94,LOC058,K011,Tunbridge Wells East,Car park,Empty,Yes,No light,12,Not Possible,High
95,LOC074,K006,Maidstone North,Car park,Empty,No,Poor,9,Not Possible,Critical
96,LOC193,K007,Sevenoaks West,Residential street,Thick,No,No light,16,Difficult,Critical
97,LOC105,K012,Folkestone & Hythe East,Commercial area,Medium,No,Poor,10,Not Possible,Critical
98,LOC052,K001,Ashford North,Industrial estate,Empty,Yes,No light,11,Difficult,Low
99,LOC144,K002,Canterbury North,Construction area,Thick,No,Poor,15,Easy,High
100,LOC186,K007,Sevenoaks West,Industrial estate,Medium,No,Good,4,Easy,Critical
101,LOC122,K008,Swale East,Canal/river side,Low,Yes,No light,15,Difficult,Low
102,LOC018,K011,Tunbridge Wells West,Canal/river side,Empty,Yes,No light,1,Difficult,Low
103,LOC172,K012,Folkestone & Hythe West,Rural road,Medium,No,Poor,13,Difficult,High
104,LOC062,K004,Dover East,Residential street,Thick,Yes,Poor,4,Not Possible,Critical
105,LOC036,K006,Maidstone East,Rural road,Low,Yes,Poor,7,Easy,High
106,LOC162,K008,Swale West,Lay-by,Low,Yes,Good,14,Not Possible,Critical
107,LOC159,K003,Dartford East,Industrial estate,Thick,No,No light,19,Easy,High
108,LOC022,K006,Maidstone North,Car park,Medium,No,Poor,9,Easy,High
109,LOC019,K010,Tonbridge & Malling East,Canal/river side,Thick,No,Good,18,Not Possible,High
110,LOC195,K007,Sevenoaks North,Car park,Low,Yes,Good,18,Difficult,Low
111,LOC160,K010,Tonbridge & Malling North,Canal/river side,Thick,Yes,Good,17,Easy,Low
112,LOC158,K011,Tunbridge Wells East,Commercial area,Thick,No,No light,13,Easy,High
113,LOC033,K001,Ashford West,Construction area,Medium,Yes,Good,5,Easy,Critical
114,LOC092,K002,Canterbury West,Construction area,Thick,No,Good,8,Difficult,Critical
115,LOC110,K011,Tunbridge Wells South,Construction area,Medium,No,Poor,16,Difficult,Critical
116,LOC066,K010,Tonbridge & Malling South,Commercial area,Thick,Yes,No light,6,Not Possible,High
117,LOC180,K012,Folkestone & Hythe North,Rural road,Medium,No,Good,7,Easy,Critical
118,LOC184,K003,Dartford East,Lay-by,Low,No,Poor,20,Difficult,Low
119,LOC152,K005,Gravesham East,Lay-by,Thick,Yes,No light,2,Not Possible,Low
120,LOC078,K006,Maidstone West,Construction area,Thick,Yes,Good,17,Not Possible,Low
121,LOC056,K007,Sevenoaks North,Woodland,Low,No,Good,16,Difficult,Critical
122,LOC200,K002,Canterbury East,Rural road,Empty,Yes,No light,9,Easy,High
123,LOC105,K001,Ashford West,Car park,Medium,Yes,Poor,5,Not Possible,Low
124,LOC036,K006,Maidstone West,Car park,Low,Yes,No light,14,Not Possible,Critical
125,LOC172,K002,Canterbury North,Canal/river side,Medium,No,No light,10,Difficult,High
126,LOC072,K008,Swale West,Lay-by,Empty,Yes,Good,13,Not Possible,Critical
127,LOC163,K004,Dover East,Commercial area,Empty,Yes,No light,9,Not Possible,Low
128,LOC104,K012,Folkestone & Hythe South,Industrial estate,Medium,No,Good,13,Difficult,Critical
129,LOC086,K009,Thanet North,Industrial estate,Low,Yes,No light,12,Easy,Critical
130,LOC132,K003,Dartford East,Rural Road,Empty,Yes,Good,7,Difficult,High
131,LOC166,K007,Sevenoaks North,Woodland,Low,No,No light,7,Easy,Low
132,LOC191,K008,Swale East,Commercial area,Medium,No,No light,4,Easy,High
133,LOC151,K004,Dover East,Construction area,Thick,No,Poor,14,Easy,High
134,LOC116,K008,Swale South,Residential street,Medium,Yes,No light,8,Difficult,Critical
135,LOC163,K007,Sevenoaks West,Commercial area,Medium,Yes,Good,1,Easy,Critical
136,LOC076,K010,Tonbridge & Malling South,Industrial estate,Low,No,No light,10,Not Possible,Critical
137,LOC008,K002,Canterbury North,Rural road,Low,Yes,No light,13,Easy,Critical
138,LOC017,K009,Thanet South,Rural Road,Empty,No,Poor,16,Difficult,Critical
139,LOC144,K009,Thanet East,Car park,Low,Yes,Good,11,Easy,High
140,LOC154,K010,Tonbridge & Malling North,Industrial estate,Low,Yes,No light,8,Not Possible,Critical
141,LOC023,K011,Tunbridge Wells West,Rural Road,Medium,No,Poor,8,Not Possible,Critical
142,LOC113,K012,Folkestone & Hythe East,Woodland,Medium,No,No light,8,Not Possible,Low
143,LOC071,K007,Sevenoaks South,Residential street,Low,Yes,Poor,14,Not Possible,High
144,LOC092,K003,Dartford East,Industrial estate,Low,No,No light,15,Not Possible,Low
145,LOC098,K007,Sevenoaks South,Commercial area,Low,No,Poor,18,Difficult,Low
146,LOC001,K001,Ashford West,Canal/river side,Empty,No,Good,2,Difficult,High
147,LOC117,K005,Gravesham West,Residential street,Medium,No,Poor,19,Difficult,Low
148,LOC007,K006,Maidstone North,Industrial estate,Low,No,Poor,1,Easy,Critical
149,LOC041,K006,Maidstone North,Rural Road,Thick,Yes,Poor,13,Easy,Critical
150,LOC178,K011,Tunbridge Wells North,Woodland,Medium,Yes,No light,19,Difficult,Critical
151,LOC052,K009,Thanet East,Construction area,Low,Yes,Poor,13,Easy,Critical
152,LOC096,K007,Sevenoaks East,Rural road,Empty,No,Good,7,Difficult,Critical
153,LOC164,K012,Folkestone & Hythe South,Commercial area,Medium,Yes,Good,11,Easy,Low
154,LOC143,K008,Swale West,Commercial area,Empty,No,Poor,19,Difficult,Low
155,LOC081,K001,Ashford West,Car park,Medium,No,Good,1,Difficult,High
156,LOC080,K012,Folkestone & Hythe West,Rural road,Thick,No,Good,15,Difficult,High
157,LOC079,K011,Tunbridge Wells South,Woodland,Empty,Yes,Good,7,Not Possible,High
158,LOC168,K011,Tunbridge Wells North,Woodland,Medium,Yes,No light,19,Not Possible,Low
159,LOC106,K008,Swale East,Rural Road,Thick,No,Poor,9,Difficult,High
160,LOC075,K008,Swale East,Car park,Low,No,Good,8,Not Possible,Critical
161,LOC186,K001,Ashford West,Rural road,Low,No,Poor,5,Not Possible,Low
162,LOC189,K004,Dover West,Commercial area,Empty,Yes,No light,15,Difficult,Low
163,LOC045,K008,Swale West,Industrial estate,Medium,Yes,Poor,14,Difficult,Low
164,LOC064,K010,Tonbridge & Malling East,Industrial estate,Medium,No,No light,16,Not Possible,High
165,LOC138,K006,Maidstone North,Industrial estate,Thick,No,Good,6,Not Possible,Critical
166,LOC178,K012,Folkestone & Hythe East,Construction area,Thick,No,No light,15,Difficult,Low
167,LOC023,K009,Thanet West,Rural road,Thick,Yes,No light,12,Easy,High
168,LOC163,K009,Thanet East,Canal/river side,Medium,Yes,No light,20,Difficult,Low
169,LOC133,K001,Ashford South,Residential street,Empty,No,Poor,19,Easy,Low
170,LOC084,K006,Maidstone South,Rural Road,Low,Yes,No light,5,Not Possible,High
171,LOC157,K010,Tonbridge & Malling North,Rural Road,Medium,No,Good,20,Easy,High
172,LOC182,K002,Canterbury North,Construction area,Low,Yes,Good,8,Difficult,High
173,LOC186,K001,Ashford North,Commercial area,Low,No,No light,13,Easy,Low
174,LOC040,K002,Canterbury North,Rural Road,Thick,Yes,No light,8,Difficult,Critical
175,LOC197,K005,Gravesham East,Car park,Medium,No,No light,12,Easy,Low
176,LOC027,K004,Dover West,Construction area,Medium,No,No light,6,Not Possible,Critical
177,LOC065,K011,Tunbridge Wells West,Rural road,Empty,No,Good,13,Easy,Low
178,LOC105,K001,Ashford West,Construction area,Thick,Yes,Poor,9,Difficult,High
179,LOC098,K007,Sevenoaks South,Woodland,Empty,Yes,Poor,14,Not Possible,High
180,LOC080,K008,Swale West,Commercial area,Thick,No,Poor,3,Not Possible,Low
181,LOC078,K005,Gravesham East,Rural Road,Medium,Yes,Good,6,Not Possible,Low
182,LOC200,K004,Dover East,Rural Road,Thick,No,Poor,11,Not Possible,High
183,LOC088,K001,Ashford West,Woodland,Low,Yes,Poor,13,Not Possible,High
184,LOC067,K008,Swale West,Commercial area,Empty,No,Poor,9,Not Possible,High
185,LOC149,K012,Folkestone & Hythe East,Industrial estate,Thick,No,No light,4,Difficult,Low
186,LOC122,K004,Dover West,Car park,Thick,No,Poor,18,Not Possible,Low
187,LOC111,K008,Swale South,Woodland,Low,No,No light,7,Difficult,Low
188,LOC073,K010,Tonbridge & Malling South,Commercial area,Empty,Yes,Poor,9,Easy,High
189,LOC143,K011,Tunbridge Wells East,Residential street,Medium,No,Poor,13,Difficult,Critical
190,LOC013,K004,Dover South,Woodland,Thick,Yes,Poor,9,Difficult,Low
191,LOC088,K010,Tonbridge & Malling West,Residential street,Empty,Yes,Poor,12,Difficult,Low
192,LOC062,K007,Sevenoaks East,Woodland,Thick,No,No light,18,Not Possible,Low
193,LOC077,K005,Gravesham East,Commercial area,Thick,No,Good,14,Not Possible,Critical
194,LOC084,K006,Maidstone South,Commercial area,Medium,Yes,Poor,16,Not Possible,Critical
195,LOC072,K002,Canterbury East,Woodland,Low,No,Good,5,Easy,Low
196,LOC161,K005,Gravesham South,Woodland,Low,Yes,Poor,20,Difficult,Critical
197,LOC041,K002,Canterbury East,Car park,Empty,Yes,No light,3,Difficult,Critical
198,LOC013,K006,Maidstone West,Commercial area,Medium,No,Good,3,Difficult,Critical
199,LOC106,K004,Dover North,Lay-by,Medium,No,Good,14,Easy,High
200,LOC143,K006,Maidstone West,Lay-by,Low,No,Good,20,Not Possible,Critical
201,LOC158,K010,Tonbridge & Malling East,Car park,Medium,Yes,Good,7,Not Possible,Low
202,LOC073,K011,Tunbridge Wells North,Construction area,Medium,No,Good,3,Easy,Critical
203,LOC071,K012,Folkestone & Hythe North,Industrial estate,Thick,No,No light,7,Difficult,Low
204,LOC032,K002,Canterbury West,Woodland,Medium,Yes,Poor,6,Not Possible,Low
205,LOC173,K004,Dover East,Commercial area,Medium,No,Good,4,Difficult,High
206,LOC070,K006,Maidstone North,Rural road,Medium,Yes,Poor,18,Difficult,High
207,LOC175,K008,Swale West,Car park,Low,Yes,No light,8,Easy,Critical
208,LOC040,K012,Folkestone & Hythe North,Construction area,Empty,No,Good,5,Not Possible,Critical
209,LOC021,K002,Canterbury North,Rural road,Low,No,Poor,9,Difficult,Critical
210,LOC162,K002,Canterbury North,Car park,Medium,Yes,Good,20,Not Possible,High
211,LOC112,K004,Dover West,Rural road,Low,No,No light,14,Not Possible,Critical
212,LOC107,K010,Tonbridge & Malling East,Rural Road,Medium,Yes,No light,17,Easy,Critical
213,LOC129,K005,Gravesham East,Lay-by,Empty,Yes,Poor,3,Not Possible,High
214,LOC079,K007,Sevenoaks East,Commercial area,Thick,No,Good,12,Difficult,High
215,LOC078,K012,Folkestone & Hythe North,Woodland,Thick,Yes,Good,2,Difficult,High
216,LOC163,K002,Canterbury South,Rural Road,Empty,Yes,Good,7,Not Possible,High
217,LOC109,K003,Dartford North,Residential street,Empty,Yes,Poor,13,Difficult,Low
218,LOC109,K004,Dover North,Rural road,Empty,Yes,Poor,7,Not Possible,Low
219,LOC140,K006,Maidstone East,Canal/river side,Thick,Yes,Poor,2,Difficult,Low
220,LOC054,K010,Tonbridge & Malling North,Industrial estate,Thick,Yes,Good,6,Easy,Low
221,LOC135,K003,Dartford North,Car park,Low,Yes,No light,7,Easy,High
222,LOC153,K004,Dover North,Construction area,Medium,Yes,Poor,6,Not Possible,Low
223,LOC184,K009,Thanet West,Woodland,Empty,No,Poor,15,Not Possible,Critical
224,LOC090,K006,Maidstone South,Lay-by,Medium,No,Good,15,Not Possible,High
225,LOC034,K009,Thanet North,Rural road,Medium,Yes,Good,6,Difficult,High
226,LOC195,K004,Dover North,Car park,Empty,No,Poor,18,Difficult,High
227,LOC015,K001,Ashford North,Rural Road,Thick,Yes,No light,18,Not Possible,High
228,LOC033,K012,Folkestone & Hythe South,Rural Road,Thick,No,Poor,15,Not Possible,Low
229,LOC172,K002,Canterbury North,Commercial area,Low,No,Poor,4,Easy,Critical
230,LOC095,K007,Sevenoaks North,Industrial estate,Empty,Yes,Poor,6,Not Possible,High
231,LOC002,K008,Swale South,Residential street,Empty,Yes,Good,16,Easy,High
232,LOC117,K009,Thanet South,Industrial estate,Empty,Yes,No light,11,Not Possible,High
233,LOC148,K001,Ashford South,Construction area,Low,Yes,Good,12,Difficult,Low
234,LOC090,K003,Dartford South,Residential street,Low,Yes,Poor,12,Difficult,High
235,LOC021,K005,Gravesham North,Car park,Thick,Yes,No light,8,Not Possible,High
236,LOC130,K006,Maidstone East,Rural road,Thick,No,Poor,9,Difficult,Low
237,LOC009,K010,Tonbridge & Malling North,Commercial area,Medium,No,No light,16,Easy,Critical
238,LOC121,K003,Dartford North,Lay-by,Thick,No,Good,14,Difficult,Low
239,LOC139,K006,Maidstone East,Canal/river side,Low,Yes,Good,20,Easy,Low
240,LOC163,K010,Tonbridge & Malling East,Lay-by,Medium,Yes,Good,14,Not Possible,Low
241,LOC099,K004,Dover West,Rural Road,Low,Yes,No light,16,Easy,Critical
242,LOC158,K002,Canterbury West,Industrial estate,Thick,Yes,Poor,4,Difficult,High
243,LOC146,K003,Dartford East,Industrial estate,Medium,Yes,Poor,17,Easy,Low
244,LOC019,K004,Dover East,Residential street,Low,No,Poor,17,Difficult,Critical
245,LOC023,K007,Sevenoaks East,Commercial area,Medium,Yes,Good,18,Not Possible,Low
246,LOC200,K009,Thanet East,Rural road,Low,No,Poor,17,Not Possible,Low
247,LOC001,K010,Tonbridge & Malling East,Industrial estate,Medium,No,Poor,7,Difficult,High
248,LOC129,K003,Dartford East,Construction area,Empty,No,Good,20,Difficult,Critical
249,LOC127,K005,Gravesham North,Rural road,Empty,Yes,No light,13,Difficult,High
250,LOC185,K006,Maidstone West,Rural road,Low,Yes,Good,11,Easy,High
251,LOC002,K007,Sevenoaks North,Car park,Thick,Yes,Good,17,Difficult,High
252,LOC143,K008,Swale South,Industrial estate,Thick,No,Good,10,Difficult,Critical
253,LOC111,K005,Gravesham East,Woodland,Low,Yes,Good,1,Not Possible,High
254,LOC179,K011,Tunbridge Wells South,Commercial area,Medium,Yes,No light,4,Easy,Low
255,LOC123,K006,Maidstone West,Industrial estate,Medium,Yes,Poor,17,Not Possible,Critical
256,LOC064,K008,Swale North,Residential street,Thick,No,No light,10,Easy,Low
257,LOC013,K008,Swale West,Woodland,Empty,No,Poor,18,Difficult,Low
258,LOC040,K006,Maidstone East,Residential street,Thick,Yes,Poor,7,Easy,Critical
259,LOC083,K003,Dartford West,Commercial area,Low,No,Good,6,Difficult,Low
260,LOC162,K010,Tonbridge & Malling North,Canal/river side,Low,Yes,Good,2,Not Possible,High
261,LOC070,K001,Ashford South,Car park,Empty,No,Good,2,Easy,High
262,LOC133,K009,Thanet South,Canal/river side,Medium,Yes,Poor,5,Difficult,Critical
263,LOC041,K001,Ashford North,Commercial area,Empty,No,Poor,6,Easy,Critical
264,LOC047,K004,Dover West,Industrial estate,Thick,No,Good,10,Difficult,High
265,LOC168,K007,Sevenoaks West,Rural road,Thick,Yes,Poor,5,Easy,Critical
266,LOC145,K002,Canterbury West,Residential street,Empty,Yes,Good,4,Difficult,High
267,LOC167,K006,Maidstone West,Woodland,Thick,Yes,Poor,19,Difficult,High
268,LOC025,K002,Canterbury North,Rural Road,Low,No,No light,3,Not Possible,Low
269,LOC192,K007,Sevenoaks West,Residential street,Empty,Yes,No light,8,Easy,Critical
270,LOC045,K012,Folkestone & Hythe East,Lay-by,Empty,Yes,Good,18,Difficult,High
271,LOC110,K004,Dover North,Industrial estate,Low,Yes,Poor,17,Not Possible,Low
272,LOC160,K010,Tonbridge & Malling North,Canal/river side,Low,No,Poor,14,Difficult,Critical
273,LOC041,K004,Dover South,Residential street,Medium,Yes,No light,6,Not Possible,Critical
274,LOC059,K006,Maidstone East,Commercial area,Medium,Yes,No light,4,Easy,High
275,LOC031,K002,Canterbury South,Canal/river side,Low,Yes,Poor,9,Not Possible,Critical
276,LOC020,K004,Dover North,Commercial area,Thick,No,No light,12,Easy,Critical
277,LOC159,K008,Swale South,Residential street,Thick,Yes,No light,16,Not Possible,High
278,LOC031,K003,Dartford East,Residential street,Thick,No,Poor,1,Easy,High
279,LOC146,K005,Gravesham North,Canal/river side,Thick,Yes,Poor,5,Easy,Low
280,LOC119,K007,Sevenoaks South,Industrial estate,Empty,No,No light,20,Easy,High
281,LOC175,K009,Thanet East,Car park,Thick,Yes,No light,12,Not Possible,High
282,LOC047,K009,Thanet West,Woodland,Thick,No,Poor,12,Easy,Critical
283,LOC008,K008,Swale South,Canal/river side,Thick,Yes,No light,12,Easy,High
284,LOC190,K007,Sevenoaks North,Woodland,Empty,Yes,Poor,20,Easy,Critical
285,LOC055,K001,Ashford East,Rural Road,Empty,Yes,Poor,3,Difficult,Critical
286,LOC158,K004,Dover West,Industrial estate,Empty,No,No light,6,Easy,Low
287,LOC154,K005,Gravesham South,Residential street,Medium,No,No light,12,Difficult,Low
288,LOC094,K008,Swale East,Commercial area,Medium,No,Poor,16,Not Possible,Critical
289,LOC045,K001,Ashford West,Construction area,Low,Yes,Poor,18,Not Possible,Critical
290,LOC124,K010,Tonbridge & Malling South,Canal/river side,Medium,Yes,Poor,11,Not Possible,High
291,LOC115,K011,Tunbridge Wells South,Rural road,Low,No,Good,2,Easy,High
292,LOC086,K003,Dartford South,Commercial area,Medium,Yes,Good,19,Not Possible,Low
293,LOC032,K007,Sevenoaks West,Industrial estate,Medium,No,Good,5,Not Possible,High
294,LOC191,K003,Dartford West,Canal/river side,Low,Yes,Poor,20,Difficult,High
295,LOC181,K012,Folkestone & Hythe North,Construction area,Thick,No,Poor,15,Difficult,Critical
296,LOC096,K004,Dover North,Car park,Low,No,No light,5,Difficult,Low
297,LOC152,K009,Thanet West,Rural Road,Thick,Yes,Good,5,Easy,Low
298,LOC105,K004,Dover South,Car park,Medium,Yes,Good,15,Easy,Low
299,LOC062,K005,Gravesham East,Industrial estate,Thick,No,Poor,5,Easy,Critical
300,LOC159,K010,Tonbridge & Malling South,Commercial area,Empty,No,Good,18,Easy,Low
301,LOC064,K008,Swale East,Industrial estate,Medium,No,Poor,2,Not Possible,High
302,LOC174,K003,Dartford East,Woodland,Empty,No,Poor,6,Difficult,Low
303,LOC057,K009,Thanet East,Construction area,Medium,Yes,Poor,4,Difficult,High
304,LOC143,K006,Maidstone East,Rural road,Medium,No,No light,3,Easy,High
305,LOC181,K010,Tonbridge & Malling North,Canal/river side,Low,No,Good,6,Easy,Low
306,LOC159,K011,Tunbridge Wells West,Car park,Thick,No,No light,2,Difficult,High
307,LOC038,K004,Dover South,Canal/river side,Empty,Yes,Good,17,Not Possible,Critical
308,LOC064,K009,Thanet South,Rural Road,Medium,No,No light,5,Difficult,Critical
309,LOC074,K007,Sevenoaks West,Woodland,Low,Yes,No light,6,Not Possible,Low
310,LOC190,K009,Thanet South,Construction area,Empty,Yes,Poor,11,Difficult,High
311,LOC195,K001,Ashford West,Rural Road,Medium,No,Poor,9,Easy,Low
312,LOC180,K002,Canterbury West,Residential street,Empty,Yes,No light,17,Easy,Critical
313,LOC194,K002,Canterbury South,Car park,Empty,No,No light,14,Easy,High
314,LOC109,K003,Dartford South,Canal/river side,Empty,Yes,Good,12,Not Possible,Low
315,LOC009,K001,Ashford East,Lay-by,Empty,Yes,Good,14,Difficult,Low
316,LOC196,K005,Gravesham South,Residential street,Low,Yes,No light,15,Not Possible,High
317,LOC061,K008,Swale West,Commercial area,Medium,No,Good,2,Not Possible,High
318,LOC118,K010,Tonbridge & Malling North,Industrial estate,Thick,Yes,Poor,9,Easy,Critical
319,LOC167,K001,Ashford East,Rural road,Thick,Yes,No light,3,Easy,Low
320,LOC167,K008,Swale North,Car park,Low,Yes,Poor,6,Difficult,Critical
321,LOC197,K004,Dover East,Commercial area,Thick,No,No light,9,Easy,High
322,LOC159,K007,Sevenoaks West,Commercial area,Empty,No,Poor,6,Difficult,Critical
323,LOC028,K008,Swale East,Industrial estate,Medium,Yes,No light,16,Not Possible,Low
